gene_id	gene_name	g4e	p_unified	epi25_min_p	meta_sig
ENSG00000022976	ZNF839	False	0.06459153265450124	0.1948	False
ENSG00000023041	ZDHHC6	False	0.4216258832578177	0.224	False
ENSG00000023171	GRAMD1B	False	0.6014805865575661	0.27839	False
ENSG00000023191	RNH1	False	0.0015880527565092096	0.7945	False
ENSG00000023228	NDUFS1	True	0.036948546267136985	0.16164	False
ENSG00000023287	RB1CC1	False	0.33003527108670017	0.28068	False
ENSG00000023318	ERP44	False	0.029073895140154418	0.17326	False
ENSG00000023330	ALAS1	False	0.3154220328880251	0.23714	False
ENSG00000023445	BIRC3	False	0.32937798654501516	0.28869	False
ENSG00000023516	AKAP11	False	0.0565784594293046	0.0087461	False
ENSG00000023572	GLRX2	False	0.20085585634122477	0.4172	False
ENSG00000023608	SNAPC1	False	0.6295116434130867	0.30313	False
ENSG00000023697	DERA	False	0.24589498792358905	0.20924	False
ENSG00000023734	STRAP	False	0.00419303434625116	0.070817	False
ENSG00000023839	ABCC2	False	0.44538141098132744	0.26957	False
ENSG00000023892	DEF6	False	0.07731635396372193	0.030639	False
ENSG00000023902	PLEKHO1	False	0.8107064855826805	0.040939	False
ENSG00000024048	UBR2	False	0.4782701117858177	0.51548	False
ENSG00000024422	EHD2	False	0.11127879143463651	0.58823	False
ENSG00000024526	DEPDC1	False	0.012415442036769206	0.28069	False
ENSG00000025039	RRAGD	False	0.03711476530335258	0.18729	False
ENSG00000025156	HSF2	False	0.2820273352272333	0.21005	False
ENSG00000025293	PHF20	False	2.9017110231074912e-05	0.00010685	False
ENSG00000025423	HSD17B6	False	0.036939113966141926	0.19116	False
ENSG00000025434	NR1H3	False	0.7710626741421208	0.094645	False
ENSG00000025708	TYMP	False	0.001792005745795316	0.21904	False
ENSG00000025770	NCAPH2	False	0.5816754064071292	0.33528	False
ENSG00000025772	TOMM34	False	0.7020206826780693	0.61129	False
ENSG00000025796	SEC63	False	0.11069790405138981	0.091669	False
ENSG00000025800	KPNA6	False	0.16584913255864528	0.088281	False
ENSG00000026025	VIM	False	0.23745235041583057	0.23986	False
ENSG00000026103	FAS	False	0.6631340310591725		False
ENSG00000026297	RNASET2	True	0.7219893433162055	0.44509	False
ENSG00000026508	CD44	False	0.7089097407219735	0.37978	False
ENSG00000026559	KCNG1	False	0.12840030967874091	0.024572	False
ENSG00000026652	AGPAT4	False	0.2676174655064904	0.02674	False
ENSG00000026751	SLAMF7	False	0.2960646561981294	0.09182	False
ENSG00000026950	BTN3A1	False	0.01184723225852793	0.41462	False
ENSG00000027001	MIPEP	False	0.5217851398552749	0.24762	False
ENSG00000027075	PRKCH	False	0.044866029036150015	0.33435	False
ENSG00000027644	INSRR	False	0.418841571277106	0.49617	False
ENSG00000027697	IFNGR1	False	0.09740170309612542	0.14272	False
ENSG00000027847	B4GALT7	False	0.16738862697815757	0.10156	False
ENSG00000027869	SH2D2A	False	0.0014740349908868296	0.0038051	False
ENSG00000028116	VRK2	False	0.045385854374631995	0.082772	False
ENSG00000028137	TNFRSF1B	False	0.36617857981786656	0.36399	False
ENSG00000028203	VEZT	False	0.16049839863269336	0.66699	False
ENSG00000028277	POU2F2	False	0.3424730286727135	0.30503	False
ENSG00000028310	BRD9	False	0.017186051381927154	0.093971	False
ENSG00000028528	SNX1	False	0.13503533512859348	0.082249	False
ENSG00000029363	BCLAF1	False	0.1910917540243779	0.07143	False
ENSG00000029364	SLC39A9	False	0.03349820113248566	0.016864	False
ENSG00000029534	ANK1	False	0.0008612535373770531	0.0039043	False
