Gene ID,Gene Name,Group,# of Variants,Constraint p-value,GERP p-value,Pathogenicity p-value,pLoF p-value,Missense p-value,Unified Model p-value,Epi25 DM p-value,Epi25 PTV p-value
ENSG00000007866,TEAD3,DEE,66,0.654247355590224,0.5544251603122101,0.4493413447435362,0.137811656138381,0.001198412680608,0.9133362086440988,,0.19665
ENSG00000007908,SELE,DEE,136,0.5419330976050887,0.3254902928090629,0.7736253562467417,4.609393093947131e-06,3.982489306417782e-12,0.8315553580064697,,0.31602
ENSG00000007923,DNAJC11,DEE,84,0.9167359681641294,0.8649706324593349,0.487913172043698,0.2300825644230101,0.0237523367593212,0.9720754207419956,,0.42831
ENSG00000007933,FMO3,DEE,125,0.9032101226609924,0.6066473355511581,0.4463211073412618,2.0019691157319377e-08,6.4439244937918395e-09,0.6528201425774893,,0.089433
ENSG00000007944,MYLIP,DEE,83,0.8320955847018666,0.0196087996591977,0.4564520057485584,0.0444671827467006,0.001470113257945,0.1786816507554062,,0.30314
ENSG00000007968,E2F2,DEE,66,0.8251844384271434,0.582289105009643,0.0931543129981724,,1.1648535721056398e-24,0.4069524223742872,,
ENSG00000008018,PSMB1,DEE,56,0.4436646737342199,0.8264600716684867,0.5258080568500236,,2.7596473741332185e-17,0.7982427936341902,,
ENSG00000008083,JARID2,DEE,255,0.0309461773901506,0.3267055690869536,0.1812724238938781,0.217303428123725,0.0226668707305797,0.1318361179684019,0.85089,0.15396
ENSG00000008118,CAMK1G,DEE,94,0.3490935285481173,0.1313334928544551,0.4377337851920495,0.1128806931821064,2.691007610586721e-07,0.3712906337066544,0.60815,0.63929
ENSG00000008128,CDK11A,DEE,207,0.9853568250120902,0.0061321958665403,0.2785427431741603,0.0002964063605218,6.2647303447834406e-15,0.0587317419783025,,0.98529
ENSG00000008130,NADK,DEE,138,0.9416327344258844,0.1417713816771765,0.2871831506980767,0.0004189215604089,1.906151231873152e-10,0.5572779731543749,,0.9313
ENSG00000008196,TFAP2B,DEE,60,0.0315885379225145,0.887274340441006,0.1368492155128908,,1.7556294084075448e-12,0.0819825370410019,,
ENSG00000008197,TFAP2D,DEE,80,0.9527372639901222,0.025228872060929,0.2557122828670832,0.8922472451805508,3.1738850477072046e-10,0.0111539436791754,,0.39808
ENSG00000008226,DLEC1,DEE,522,0.6216096079393216,0.6346154812320217,0.7387293477026131,2.7029266809713207e-16,2.5366762268011797e-26,0.6580595243284592,,0.95485
ENSG00000008256,CYTH3,DEE,48,0.6724357670467667,0.5611995839800319,0.6050131054973054,0.1672751229256915,0.020442582452983,0.9413989523124624,0.29119,0.29802
ENSG00000008277,ADAM22,DEE,149,0.6574168042741986,0.717033669479523,0.2654228406748223,0.0034494619701637,7.642011552856773e-10,0.7881170135254215,,0.70615
ENSG00000008282,SYPL1,DEE,41,0.8028901464368018,0.4532617327894779,0.3728363261760067,,2.1146433505125077e-15,0.7519728282068485,,
ENSG00000008283,CYB561,DEE,72,0.9797923976184828,0.8063230994597025,0.0758531156526561,8.089724216066989e-06,0.1489072843807529,0.0581034771359184,,0.19087
ENSG00000008294,SPAG9,DEE,179,0.4089839201491775,0.501247214794241,0.9151525530031352,0.0192130230658908,2.3028220111057894e-05,0.8988730015475821,0.87367,0.1695
ENSG00000008300,CELSR3,DEE,658,0.0046335436642103,0.3450772587348131,0.2370024669173955,1.709397072954303e-05,3.242448586940789e-15,0.0249776531103631,0.24918,0.5206
ENSG00000008311,AASS,DEE,189,0.0375929343426114,0.7560936751328465,0.5481500314993064,0.0001474672917636,8.389551119913179e-07,0.2562608602969611,,0.59975
ENSG00000008323,PLEKHG6,DEE,191,0.072124430250239,0.7356373495638078,0.3366886110112846,1.1352955440958164e-09,2.0783642572927715e-15,0.2958544460625985,,0.52396
ENSG00000008382,MPND,DEE,117,0.6233523943784234,0.1437754808927871,0.7181531922602051,0.0062585534815971,3.6908790429277743e-06,0.6062979019896827,,0.83864
ENSG00000008394,MGST1,DEE,42,0.6692652857582402,0.8452645374237375,0.1566913566450845,6.713725765101538e-05,0.2019450629790202,0.1122454572373592,,0.84503
ENSG00000008405,CRY1,DEE,87,0.0145035897276,0.7111582581719097,0.1523100121890995,0.0457013874778919,7.453505517583033e-06,0.0690334115829073,,0.80543
ENSG00000008438,PGLYRP1,DEE,62,0.9018578302976538,0.1865255251556182,0.8551785240140671,0.0037661868692525,1.842574158574796e-07,0.6797228926816634,,0.46425
ENSG00000008441,NFIX,DEE,41,0.5064577137808999,0.6806248026996822,0.6102528533452632,0.2618941187517799,2.157589597581167e-05,0.7324855604777183,0.2273,0.77645
ENSG00000008513,ST3GAL1,DEE,83,0.0777189900771276,0.7968345425556463,0.3629541701577035,3.8763604507758766e-05,0.0001009833933409,0.2241983115411924,,0.33731
ENSG00000008516,MMP25,DEE,178,0.7197784822075628,0.1974495525208692,0.6859832457365125,3.41197902581938e-07,3.6328744150786456e-10,0.7270194393406156,,0.18827
ENSG00000008517,IL32,DEE,101,0.6896880900184639,0.2202380293756898,0.7699041361492662,1.5175117418845791e-05,2.5302117946288805e-08,0.8119998191051367,,0.50588
ENSG00000008710,PKD1,DEE,1420,0.9363543308429324,0.5718551069713964,0.2839765773867794,1.2249835377633997e-07,2.6347882804076744e-12,0.6039134971204532,,0.60341
ENSG00000008735,MAPK8IP2,DEE,120,0.9454343569013466,0.2651031576384829,0.0492517933755108,0.2802352428224128,0.04545499127555,0.318505817130815,,0.18515
ENSG00000008838,MED24,DEE,220,0.3389119107951103,0.0026970875940627,0.5457635520958268,3.189332706255178e-06,1.9214638755342965e-21,0.0245801434635082,0.34887,0.90192
ENSG00000008853,RHOBTB2,DEE,153,0.1553193862670638,0.618681734813847,0.0072549530928736,5.3052261690243564e-06,0.000165863641567,0.0102475823295514,0.57,0.14247
ENSG00000008869,HEATR5B,DEE,343,0.8548153634416293,0.7968950238317571,0.9015284689853268,1.1912973732612325e-12,1.7534567079765382e-20,0.8639381684954799,,0.03416
ENSG00000008952,SEC62,DEE,35,0.9335896991286486,0.2988943707318141,0.5292093464929306,,5.587902174178339e-09,0.6874998527658949,,
ENSG00000009307,CSDE1,DEE,111,0.4195866690243354,0.4921834216390269,0.4473131225987405,0.1350758882609976,0.0054608125311702,0.786393901022061,,0.4581
ENSG00000009335,UBE3C,DEE,154,0.1198561983146005,0.6431895205353997,0.6822260301397653,0.0001826207838503,0.0005572626098684,0.3337514260381435,0.32805,0.62398
ENSG00000009413,REV3L,DEE,530,0.0291088414463262,0.8020069439350038,0.1063670542379317,0.0090268154776499,5.905693390668007e-06,0.0946385312672913,0.67916,0.45635
ENSG00000009709,PAX7,DEE,111,0.648234857329349,0.4631262160098358,0.9044194494012296,0.00171908383771,3.082493413558737e-06,0.9275208739540522,,0.36975
ENSG00000009724,MASP2,DEE,214,3.08860324025392e-05,0.4822421816845166,0.6009675649868405,2.7524091970715985e-08,4.756685848718332e-21,0.0010120010850266,,0.56711
ENSG00000009765,IYD,DEE,77,0.6364523508960561,0.6692709751163265,0.9445230955294264,0.011820407572866,2.2092771603846e-05,0.9774288317828382,,0.96415
ENSG00000009780,FAM76A,DEE,40,0.4383398173960127,0.373782342657892,0.942149147429184,1.039357008014481e-07,2.6623258331159196e-09,0.705552749661119,0.89113,0.84794
ENSG00000009790,TRAF3IP3,DEE,110,0.827261281187666,0.0948639870751767,0.9977175463138552,0.0697044039577989,8.059446131208753e-08,0.4549270600685211,,0.95915
ENSG00000009830,POMT2,DEE,170,0.0006012870412509,0.4859067564987325,0.4196929411958531,4.8996770607015565e-08,8.935905076976611e-14,0.0111881815150318,,0.67676
ENSG00000009844,VTA1,DEE,72,0.5044766870129662,0.6865295920565233,0.1984243356812152,5.076314714201854e-05,0.0443581216840808,0.1511405104503879,,0.2246
ENSG00000009950,MLXIPL,DEE,161,0.0740798009246474,0.9500167365653608,0.1484094985689729,0.0002404788106353,3.432386398832632e-07,0.2250307369502739,0.99111,0.80133
ENSG00000009954,BAZ1B,DEE,206,0.6446275405345208,0.0691727859922685,0.7644075489589115,0.0005798052477393,6.049810446220042e-10,0.4780991344516306,0.93772,0.96775
ENSG00000010017,RANBP9,DEE,63,0.9892240635800624,0.9075059648653332,0.4093887027324918,0.1218201268143023,0.0144392835431935,0.9384409321015894,0.53719,0.3502
ENSG00000010030,ETV7,DEE,96,0.7198279687967246,0.4328738026602698,0.2313182330951073,4.581906665161701e-07,4.7041602056488824e-14,0.7429240953920015,,0.40565
ENSG00000010072,SPRTN,DEE,98,0.2676816489155701,0.8804811769380497,0.567746194558856,1.4539998000420183e-05,0.0001225230676903,0.4608211420436761,0.93843,0.76151
ENSG00000010219,DYRK4,DEE,129,0.954198511360806,0.2271157890459,0.124954644245463,0.0017304985515309,0.0009935178789062,0.0076793813678099,,0.61437
ENSG00000010244,ZNF207,DEE,77,0.696012357579265,0.5657276808450202,0.5216762465904965,0.1621234643386466,0.0226932744389386,0.7984924709318941,,0.36962
ENSG00000010256,UQCRC1,DEE,122,0.0556983295042811,0.3035388105496239,0.5914775899002096,0.1131084133848241,6.023525824202098e-08,0.264740851295409,,0.64293
ENSG00000010270,STARD3NL,DEE,41,0.902843040004942,0.0471020250641388,0.5221165224497568,0.2146562583048962,0.00974777399523,0.3873814041864282,,0.39334
ENSG00000010278,CD9,DEE,42,0.6701348752803484,0.2496319796188541,0.1485368406434621,0.113874178906793,0.0557191717995972,0.4484438170322729,,0.1019
ENSG00000010282,HHATL,DEE,146,0.7506223618841776,0.9995251583455208,0.4929971852674071,1.4767210224869774e-07,7.710559571695009e-14,0.945346524461642,,0.29231
ENSG00000010292,NCAPD2,DEE,343,0.6765072031133654,0.2966134210923445,0.3507589981467218,1.39476290036972e-09,2.3804647063483923e-27,0.7203136647639026,,0.68341
ENSG00000010295,IFFO1,DEE,131,0.4992778934227878,0.003455047738936,0.4105597712320723,0.0026796966239548,7.248065888795779e-09,0.0456072965446592,,0.82893
ENSG00000010310,GIPR,DEE,131,0.022309007443104,0.1921310038979256,0.7472823360390441,7.828593818075792e-08,4.024095849496966e-05,0.0682286267302333,,0.031211
ENSG00000010318,PHF7,DEE,55,0.9072879849441732,0.3700258280681716,0.551153249289572,0.2102118754835105,8.243417068169289e-05,0.7871877735271652,,0.82329
ENSG00000010319,SEMA3G,DEE,257,0.9801025189154098,0.9744276850793738,0.0546796656920978,3.507748661368745e-07,2.826786554528774e-21,0.3788017664591097,,0.2417
ENSG00000010322,NISCH,DEE,323,0.9768997477272708,0.3686303170548244,0.1183058340413294,0.0002187271531576,0.0032311098607341,0.2100387308453244,,0.015101
ENSG00000010327,STAB1,DEE,730,0.2514269475771189,0.340723753222635,0.314509155857864,1.6575948123111699e-16,6.172566443007307e-45,0.5847469935503069,,0.8515
ENSG00000010361,FUZ,DEE,111,0.3231670513712825,0.8406160330084331,0.8085839653984933,0.0005162877361067,9.317244691583128e-07,0.8817570298059588,,0.09147
ENSG00000010379,SLC6A13,DEE,150,0.7776247143102213,0.0923041567847324,0.0038685580738936,4.230824575033478e-06,1.346202393734352e-09,0.0431158570416145,,0.62633
ENSG00000010438,PRSS3,DEE,44,0.8929431415113354,0.8526820260456605,0.706807880410461,,1.1934111636852206e-13,0.9761863542143688,,0.89356
ENSG00000010539,ZNF200,DEE,120,0.7478214123252126,0.0965942196224931,0.3662001048625946,3.874481401765559e-06,9.072370280294529e-09,0.2986647484900478,,0.65268
ENSG00000010610,CD4,DEE,88,0.5402418030988443,0.8379122304100443,0.2485120133276415,0.001348932797044,3.374046749623971e-09,0.8158972897910249,,0.74575
ENSG00000010626,LRRC23,DEE,82,0.2236663426154402,0.5767341768084365,0.7378161768421173,6.630306805838424e-05,8.628334681612669e-07,0.6894272614655387,,0.79621
ENSG00000010704,HFE,DEE,73,0.8529044621411517,0.9071941136105272,0.8251303731697613,9.613453259842032e-05,3.0592359404806354e-10,0.993766814625845,,0.69672
ENSG00000010803,SCMH1,DEE,117,0.3666393176373135,0.4517558825636961,0.3301569751455309,0.2040047289447349,0.0046954668075776,0.6712640038875742,0.06329,0.22444
ENSG00000010810,FYN,DEE,43,0.3323533925690727,0.5921024809178839,0.140639762515161,,5.236796572824563e-19,0.4786253521463312,0.86882,
ENSG00000010818,HIVEP2,DEE,444,0.4476392474289958,0.8367313343130803,0.5280846522821683,0.2285483208080816,7.756956476610938e-05,0.804860620938975,0.22958,0.39997
ENSG00000010932,FMO1,DEE,112,0.9049499758926052,0.8736969038507625,0.3578999820698341,0.0115639409511653,3.4389564146717687e-09,0.8145494166832223,,0.99749
ENSG00000011009,LYPLA2,DEE,39,0.7706526459742307,0.9449721138352476,0.6994826633324629,0.1048149528885936,0.0002504318361543,0.98018078480145,,0.78534
ENSG00000011021,CLCN6,DEE,194,0.774521559267965,0.2770974311385105,0.4676049489984003,0.0665283959234236,4.58979719353451e-08,0.6816991652640207,,0.63281
ENSG00000011028,MRC2,DEE,324,0.8818094993756482,0.2180438860277967,0.7354595507561565,4.631602295104663e-07,5.64584585037021e-10,0.573944949513967,,0.1966
ENSG00000011083,SLC6A7,DEE,164,0.0516119454545688,0.9534942679738154,0.6000426367377154,0.0006895843250326,1.5024232403472407e-09,0.372783656094564,,0.54146
ENSG00000011105,TSPAN9,DEE,54,0.9697086889524992,0.6901470671478875,0.0361660784515459,0.2869439233398054,0.0190602571243933,0.1792474748932919,,0.36176
ENSG00000011114,BTBD7,DEE,212,0.0185495838264017,0.2655517766561703,0.0599697541383851,2.08362684941959e-06,0.0001408297692154,0.0061354846425572,,0.43285
ENSG00000011132,APBA3,DEE,176,0.9337635463028696,0.1831301912448732,0.2598691546648859,7.832139142643946e-07,2.0742080599089355e-10,0.4436098424138306,,0.050301
ENSG00000011143,MKS1,DEE,170,0.996082784891242,0.4493991404566856,0.0205077581056921,1.8626551658147213e-07,1.0772646894042277e-13,0.2298532830555996,,0.90721
ENSG00000011198,ABHD5,DEE,82,0.8895077062016568,0.6194505096544187,0.1930860658748288,2.6620929207207206e-08,0.0290296296927926,0.0197068169834806,,0.1717
ENSG00000011243,AKAP8L,DEE,141,0.0049867404185678,0.1598663875696442,0.8919211798339418,0.0001663517645722,0.0002902761717336,0.0259540229031723,,0.091805
ENSG00000011258,MBTD1,DEE,40,0.4940131441843868,0.55033655829461,0.2518873083180389,,6.738860972394572e-06,0.6716838526612453,0.34067,
ENSG00000011260,UTP18,DEE,142,0.0286595788493493,0.1088948577167424,0.2864282418137567,0.010688365746436,4.851757781240461e-07,0.0064242705138304,,0.64573
ENSG00000011275,RNF216,DEE,257,0.6056183797001444,0.3315988258828377,0.9863358573616062,9.832632522776848e-05,8.44365045269422e-13,0.8875690496337273,,0.98527
ENSG00000011295,TTC19,DEE,75,0.9029467123914664,0.4506254736085157,0.8236453987507625,2.6023179833616434e-05,6.599748038583984e-06,0.8797079014340186,,0.079193
ENSG00000011304,PTBP1,DEE,117,0.6978115314752902,0.526619725172927,0.6548311239683788,0.0125494309245763,2.9324625832091703e-06,0.9418922179633196,,0.39366
ENSG00000011332,DPF1,DEE,44,0.96554657475152,0.4800875848327774,0.8369871423635242,,9.496088598225038e-16,0.8911864190418594,0.55953,
ENSG00000011347,SYT7,DEE,76,0.0014302368176337,0.4109107793633463,0.1128387511612485,0.2408586423301109,0.0391119810771036,0.013552170069016,0.1442,0.13175
ENSG00000011376,LARS2,DEE,172,0.9483987321238456,0.8959127376149048,0.6762271584345758,3.1957069810344725e-06,2.6697691746092352e-14,0.9947127193430484,,0.38312
ENSG00000011405,PIK3C2A,DEE,195,0.2296356876943955,0.600032458699906,0.6043470608814805,0.0203113411493871,1.4305710797887408e-08,0.6589420216973013,,0.47708
ENSG00000011422,PLAUR,DEE,102,0.0283603066289279,0.20427854670024,0.0855336401959981,3.196035896653493e-07,1.2819581087921185e-07,0.0307153704966395,0.59216,0.69395
ENSG00000011426,ANLN,DEE,222,0.2252520764183358,0.244851205787992,0.5153464424595522,4.662295382329348e-06,3.611063752296885e-08,0.3699892175567617,,0.47991
ENSG00000011451,WIZ,DEE,193,0.8956706542708495,0.5172625875357222,5.7992578607021634e-18,2.250101530989165e-05,1.253595916935438e-57,0.9304092418048026,,0.32639
ENSG00000011454,RABGAP1,DEE,116,0.9885719141718567,0.0990110989271949,0.2092140854301105,,1.666649312121313e-32,0.2640790492991512,0.35722,
ENSG00000011465,DCN,DEE,52,0.7214443778384397,0.2740505372110983,0.0447620312644944,0.0360584647062748,0.0236320678422621,0.2887835865468338,,0.95644
ENSG00000011478,QPCTL,DEE,90,0.3171341475145222,0.7330140677374721,0.9609558154891282,0.4525721619665261,0.001384081970815,0.9006843665516135,,0.49167
ENSG00000011485,PPP5C,DEE,91,0.0039802051738889,0.5837956977139919,0.7482774298942236,3.147879915798555e-05,0.4270421400102689,0.0061727955346205,0.27122,0.035772
ENSG00000011523,CEP68,DEE,203,0.5540059746113566,0.0600115988203972,0.6333838014891722,3.515534008034861e-05,8.955382374511531e-08,0.3348074820291468,,0.52047
ENSG00000011566,MAP4K3,DEE,119,0.8862760333499254,0.7371665611344327,0.6407155593133265,0.0644676684887067,1.1961238651724375e-05,0.9596564323195188,0.21845,0.9166
ENSG00000011590,ZBTB32,DEE,100,0.8941116087162302,0.0774801589961709,0.7674770501529207,0.0010062484738807,1.2124512561156287e-06,0.4922897426758723,0.66756,0.69212
ENSG00000011600,TYROBP,DEE,35,0.839043586697516,0.0267455330706878,0.8382854551724698,0.1642353121052975,0.0020113710682425,0.2708212563497499,,0.49118
ENSG00000012048,BRCA1,DEE,425,0.8351945536374173,0.0828379655800348,0.1383968603497789,3.5687766358177857e-13,1.700738339607212e-38,0.2809438091890628,,0.071079
ENSG00000012061,ERCC1,DEE,81,0.6099340807399147,0.6130839347960544,0.6795096691293475,0.0224803451389268,4.139089787381251e-06,0.9321503581488172,,0.56951
ENSG00000012124,CD22,DEE,192,0.932914575712793,0.1864615734531825,0.133066651765599,0.0016497831625609,0.0008358679145217,0.3609123361720118,,0.11148
ENSG00000012171,SEMA3B,DEE,143,0.8980816038302237,0.2914299659040801,0.7062006265794387,0.0050881815247445,6.7365343120159594e-12,0.7255012380070666,,0.9412
ENSG00000012223,LTF,DEE,204,0.760004582153877,0.5880388062753791,0.7872965987210048,1.250744196735478e-07,2.1488891269361718e-15,0.962164964417742,0.53165,0.68876
ENSG00000012232,EXTL3,DEE,173,0.907718101617338,0.9526860484356612,0.2909320123673657,0.0244203853652196,9.593365529047443e-05,0.8830367651563779,0.44248,0.68403
ENSG00000012504,NR1H4,DEE,70,0.962229653304641,0.0900601492302604,0.0775043201313924,0.0118098713971995,0.0001929109004821,0.2679271694414521,,0.5701
ENSG00000012660,ELOVL5,DEE,52,0.5505215799274836,0.2569971124198926,0.0809413809107075,0.3490213141809978,0.0525682000235984,0.3315152902897316,,0.166
ENSG00000012779,ALOX5,DEE,166,0.7758186329298304,0.007751387895493,0.7835431381066075,0.2492371117703596,2.1453089357193794e-07,0.0862964801307832,,0.89937
ENSG00000012822,CALCOCO1,DEE,141,0.4158062958201878,0.4756968847500881,0.2804887527579006,0.0003864547264162,0.0059088358189835,0.4295104929704291,,0.051219
ENSG00000012963,UBR7,DEE,54,0.8277462578767051,0.1792897048427298,0.662257982024826,0.057991757595603,0.0001082268981153,0.7324374277978105,,0.36933
ENSG00000013016,EHD3,DEE,121,0.0575054535346834,0.066478964024767,0.1487536717201977,0.129996734008412,1.832252540538744e-07,0.036414846483584,,0.48755
ENSG00000013275,PSMC4,DEE,44,0.8005263042892006,0.7244633492407458,0.0762102561524875,0.0347330521955339,0.0053249520409519,0.509160785605848,0.92353,0.25245
ENSG00000013288,MAN2B2,DEE,318,0.8417803277329943,0.2678451404387272,0.2257335249591139,5.461136466367811e-09,8.524880649805521e-14,0.3658276668681079,,0.11242
ENSG00000013293,SLC7A14,DEE,184,0.7198771800310018,0.2203378383516189,0.9314566219653964,1.2248193931621834e-06,1.239245816141421e-07,0.5268101586465778,,0.31798
ENSG00000013306,SLC25A39,DEE,120,0.723430061655521,0.1437133277473164,0.4005582288947702,0.0013359690933554,2.3632969230815458e-07,0.5764168558299803,,0.63357
ENSG00000013364,MVP,DEE,230,0.3957284649828094,0.2808315715123688,0.8295027342130796,4.96422425564258e-08,4.5985819601233655e-14,0.6817238536671555,,0.33557
ENSG00000013374,NUB1,DEE,105,0.5226801687225335,0.2144916467792745,0.2387178940760303,0.0011295660499148,5.6467337341129626e-08,0.5194106021034832,,0.91864
ENSG00000013375,PGM3,DEE,83,0.0319584449155019,0.2578818177337026,0.1504890550852601,0.0134441798003021,3.976411235758895e-09,0.1061018236528696,,0.75012
ENSG00000013392,RWDD2A,DEE,54,0.0918692530796879,0.9977916934387364,0.3190113959197382,0.0003836178550891,9.750180232447883e-07,0.4982637192312188,,0.65817
ENSG00000013441,CLK1,DEE,127,0.7660438677871759,0.4121279102398533,0.0394640793504409,8.94001046161499e-05,1.7527254807735316e-11,0.2244842776025898,,0.74001
